,price_x,type_x,address_x,url,agent_url,number_bedrooms,District Name,Latitude,Longitude,Latitude_a,Longitude_a,county,Postcode_complete,suburb,Cluster Label,address,price_y,type_y,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,11th Most Common Venue,12th Most Common Venue,13th Most Common Venue,14th Most Common Venue,15th Most Common Venue,16th Most Common Venue,17th Most Common Venue,18th Most Common Venue,19th Most Common Venue,20th Most Common Venue
916,2708,2 bedroom flat,"St. Johns Wood High Street, St John's Wood NW8",http://www.rightmove.co.uk/property-to-rent/property-66808380.html,http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Lettings/St-Johns-Wood-57973.html,2.0,St John's Wood,51.4893335,-0.1440551,51.5322439,-0.1691844,Westminster,NW8 7SG,St. John's Wood,5,"St. Johns Wood High Street, St John's Wood NW8",2708,2 bedroom flat,Cricket Ground,Café,French Restaurant,Coffee Shop,Deli / Bodega,Pub,Salad Place,Athletics & Sports,Modern European Restaurant,Fast Food Restaurant,Pharmacy,Turkish Restaurant,Bakery,Sandwich Place,Gastropub,Hookah Bar,Garden,Metro Station,Hotel,Restaurant
917,1200,Studio flat,Alexandra Road London NW8,http://www.rightmove.co.uk/property-to-rent/property-66662208.html,http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Lettings/West-Hampstead-98852.html,0.0,St John's Wood,51.4893335,-0.1440551,51.5407493,-0.1772823,London Borough of Camden,NW8 0DP,South Hampstead,1,Alexandra Road London NW8,1200,Studio flat,Café,Italian Restaurant,Coffee Shop,Farmers Market,Pharmacy,Moroccan Restaurant,Sushi Restaurant,Bakery,Sandwich Place,Multiplex,Rock Climbing Spot,Malay Restaurant,Gym / Fitness Center,Grocery Store,Bookstore,Chinese Restaurant,Cantonese Restaurant,Theater,Coworking Space,Wine Shop
918,6284,2 bedroom flat,"Chiswick Green Studios, Chiswick, London, W4",http://www.rightmove.co.uk/property-to-rent/property-87181817.html,http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Chiswick-15951.html,2.0,Chiswick,51.5073219,-0.1276474,51.4968996,-0.2655212,London Borough of Ealing,W4 5BW,Acton,19,"Chiswick Green Studios, Chiswick, London, W4",6284,2 bedroom flat,Pub,Gastropub,Yoga Studio,Café,Italian Restaurant,Supermarket,Coffee Shop,Playground,Middle Eastern Restaurant,Bakery,Seafood Restaurant,Market,Park,Deli / Bodega,Bookstore,Gift Shop,Gas Station,Sushi Restaurant,French Restaurant,Persian Restaurant
919,4377,2 bedroom apartment,"George Street, Marylebone, London, W1H",http://www.rightmove.co.uk/property-to-rent/property-66808344.html,http://www.rightmove.co.uk/estate-agents/agent/Newington-estates/London-120463.html,2.0,,,,51.5176,-0.1612,,W1H,,2,"George Street, Marylebone, London, W1H",4377,2 bedroom apartment,Hotel,Middle Eastern Restaurant,Coffee Shop,Lebanese Restaurant,Pub,Sandwich Place,Restaurant,Italian Restaurant,Bakery,Hotel Bar,Salad Place,Gastropub,Juice Bar,Café,Chinese Restaurant,Thai Restaurant,Ice Cream Shop,American Restaurant,Persian Restaurant,Club House
920,1820,2 bedroom apartment,"Cherry Garden Street, London, SE16",http://www.rightmove.co.uk/property-to-rent/property-87181775.html,http://www.rightmove.co.uk/estate-agents/agent/Madley-Property/London-43029.html,2.0,Rotherhithe,51.4893335,-0.1440551,51.4991869,-0.0614582,London Borough of Southwark,SE16 4EL,Bermondsey,19,"Cherry Garden Street, London, SE16",1820,2 bedroom apartment,Pub,Bus Stop,Park,Trail,Ice Cream Shop,Fish & Chips Shop,History Museum,Coffee Shop,Grocery Store,Brazilian Restaurant,Café,Theater,Indonesian Restaurant,Fried Chicken Joint,Farmers Market,Farm,Fast Food Restaurant,Field,Falafel Restaurant,Filipino Restaurant
921,949,Studio apartment,"Wilkinson Way, Chiswick, London",http://www.rightmove.co.uk/property-to-rent/property-87181790.html,http://www.rightmove.co.uk/estate-agents/agent/Barnard-Marcus-Lettings/Bedford-Park-Lettings-50927.html,0.0,,,,51.5031662,-0.2639243,London Borough of Ealing,W4 5XB,Acton,6,"Wilkinson Way, Chiswick, London",949,Studio apartment,Café,Playground,Yoga Studio,Gym / Fitness Center,Bus Stop,Park,Auto Garage,Fish & Chips Shop,Film Studio,Filipino Restaurant,Zoo Exhibit,Field,Fish Market,Farmers Market,Farm,Falafel Restaurant,Fast Food Restaurant,Flea Market,Fabric Shop,Flower Shop
922,2750,2 bedroom apartment,"Ram Street, LONDON",http://www.rightmove.co.uk/property-to-rent/property-87181757.html,http://www.rightmove.co.uk/estate-agents/agent/Barnard-Marcus-Lettings/Wandsworth---Lettings-128473.html,2.0,,,,51.4582055,-0.1920864,London Borough of Wandsworth,SW18 1TJ,Earlsfield,19,"Ram Street, LONDON",2750,2 bedroom apartment,Pub,Gym / Fitness Center,Coffee Shop,Clothing Store,Indian Restaurant,Supermarket,Pizza Place,Asian Restaurant,Breakfast Spot,Hotel,Chocolate Shop,Grocery Store,Gift Shop,Thai Restaurant,Bookstore,Organic Grocery,Chaat Place,Bakery,Optical Shop,Stationery Store
923,4008,3 bedroom apartment,"Landmark East Tower, 24 Marsh Wall, London, E14",http://www.rightmove.co.uk/property-to-rent/property-83656367.html,http://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/Canary-Wharf-48994.html,3.0,Poplar,51.514947,-0.0930461,51.5062,-0.0196,,E14,,1,"Landmark East Tower, 24 Marsh Wall, London, E14",4008,3 bedroom apartment,Coffee Shop,Park,Café,Italian Restaurant,Sandwich Place,Burger Joint,Plaza,Gym / Fitness Center,Sushi Restaurant,Bakery,Street Food Gathering,Pizza Place,Shopping Mall,Bookstore,Spanish Restaurant,Smoothie Shop,Spa,Mexican Restaurant,Fish Market,Fried Chicken Joint
924,3200,2 bedroom apartment,"Ladbroke Crescent, W11",http://www.rightmove.co.uk/property-to-rent/property-69751957.html,http://www.rightmove.co.uk/estate-agents/agent/Hostmaker/Bermondsey-186593.html,2.0,Notting Hill,51.5073219,-0.1276474,51.5158722,-0.2105121,Royal Borough of Kensington and Chelsea,W11 1QB,North Kensington,1,"Ladbroke Crescent, W11",3200,2 bedroom apartment,Coffee Shop,Italian Restaurant,Bakery,Grocery Store,Gym / Fitness Center,Pub,Cocktail Bar,Bookstore,Café,Thai Restaurant,Burger Joint,Tapas Restaurant,Breakfast Spot,Bar,Juice Bar,Art Gallery,Record Shop,Cupcake Shop,Deli / Bodega,Diner
925,1096,Studio flat,Ashbourne Close London N12,http://www.rightmove.co.uk/property-to-rent/property-66808248.html,http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Lettings/Finchley-92261.html,0.0,North Finchley,51.5073219,-0.1276474,51.618263,-0.1829224,London Borough of Barnet,N12 8SB,Woodside Park,15,Ashbourne Close London N12,1096,Studio flat,Sushi Restaurant,Coffee Shop,Hotel,Tea Room,Pharmacy,Thai Restaurant,Indian Restaurant,Gift Shop,Supermarket,Turkish Restaurant,Falafel Restaurant,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Factory,Fabric Shop,Film Studio,Farm,Zoo Exhibit
926,2383,2 bedroom flat,"Thorngate Road, London",http://www.rightmove.co.uk/property-to-rent/property-66808245.html,http://www.rightmove.co.uk/estate-agents/agent/Ashley-Milton/London-5651.html,2.0,,,,51.5250489,-0.1922426,Westminster,W9 2DL,Maida Hill,5,"Thorngate Road, London",2383,2 bedroom flat,Café,Grocery Store,Coffee Shop,Deli / Bodega,Park,Pizza Place,Indian Restaurant,Tennis Court,Gastropub,Sake Bar,Middle Eastern Restaurant,Fish & Chips Shop,Hotel,Music Venue,Greek Restaurant,Canal,Gym / Fitness Center,Gym,Restaurant,Food & Drink Shop
927,2250,3 bedroom house,"Leafield Road, Merton, London, SW20",http://www.rightmove.co.uk/property-to-rent/property-87181709.html,http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Wimbledon-15975.html,3.0,West Wimbledon,51.407056,-0.2258452,51.4056226,-0.2068241,London Borough of Merton,SW19 3LW,Merton Park,6,"Leafield Road, Merton, London, SW20",2250,3 bedroom house,Supermarket,Bakery,Train Station,Park,Café,Zoo Exhibit,Fish Market,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Flower Shop,Flea Market,Fabric Shop,Food,Food & Drink Shop
928,1712,Studio apartment,"Lexington Street, Soho",http://www.rightmove.co.uk/property-to-rent/property-87181706.html,http://www.rightmove.co.uk/estate-agents/agent/Tavistock-Bow/London-110768.html,0.0,,,,51.512938,-0.1361782,Westminster,W1F 0LW,Soho,1,"Lexington Street, Soho",1712,Studio apartment,Cocktail Bar,Tapas Restaurant,Café,Coffee Shop,Hotel,Steakhouse,Clothing Store,English Restaurant,Seafood Restaurant,Cupcake Shop,Ice Cream Shop,Dessert Shop,Pizza Place,Korean Restaurant,Record Shop,Bakery,Chocolate Shop,Italian Restaurant,Theater,Indian Restaurant
929,2799,4 bedroom house,"Elers Road, Ealing, W13",http://www.rightmove.co.uk/property-to-rent/property-65598024.html,http://www.rightmove.co.uk/estate-agents/agent/Rolfe-East/Northfield-London-37577.html,4.0,West Ealing,51.5073219,-0.1276474,51.5044152,-0.313292,London Borough of Ealing,W13 9QT,Hanwell,1,"Elers Road, Ealing, W13",2799,4 bedroom house,Indian Restaurant,Breakfast Spot,Italian Restaurant,Chinese Restaurant,Grocery Store,Bakery,Pharmacy,Park,Fast Food Restaurant,Cheese Shop,Deli / Bodega,Auto Garage,Thai Restaurant,Fish & Chips Shop,Brewery,Café,French Restaurant,Liquor Store,Bus Stop,Diner
930,3987,2 bedroom duplex,"Tower View Apartments, 84 St. Katherines Way, London, E1W",http://www.rightmove.co.uk/property-to-rent/property-84731375.html,http://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/Wapping-49000.html,2.0,,,,51.5093,-0.0591,,E1W,,15,"Tower View Apartments, 84 St. Katherines Way, London, E1W",3987,2 bedroom duplex,Coffee Shop,Park,Grocery Store,Canal,Pool,Convenience Store,Indian Restaurant,Italian Restaurant,Bar,Event Space,Pizza Place,Fast Food Restaurant,Film Studio,Farmers Market,Field,Farm,Falafel Restaurant,Filipino Restaurant,Fish Market,Fish & Chips Shop
931,2747,3 bedroom apartment,"Finchley Road, London",http://www.rightmove.co.uk/property-to-rent/property-66283596.html,http://www.rightmove.co.uk/estate-agents/agent/Prime-Metro-Properties/London-138734.html,3.0,,,,51.5472307,-0.1806964,London Borough of Camden,NW6 3BT,South Hampstead,1,"Finchley Road, London",2747,3 bedroom apartment,Pizza Place,Italian Restaurant,Café,Grocery Store,Furniture / Home Store,Japanese Restaurant,Hotel,Bookstore,Supermarket,Stationery Store,Bakery,Bus Stop,Chinese Restaurant,Asian Restaurant,Coffee Shop,Dessert Shop,Sandwich Place,Gift Shop,Szechuan Restaurant,Platform
932,1000,Studio flat,"Hornsey Park Road, London, N8 ",http://www.rightmove.co.uk/property-to-rent/property-87181610.html,http://www.rightmove.co.uk/estate-agents/agent/Hemmingfords/London-201083.html,0.0,Hornsey,37.1289771,-84.0832646,51.5890144,-0.11045,London Borough of Haringey,N8 0EA,Hornsey,1,"Hornsey Park Road, London, N8 ",1000,Studio flat,Pub,Indian Restaurant,Coffee Shop,Hookah Bar,Café,Supermarket,Bookstore,Thai Restaurant,Park,Gym,Gym / Fitness Center,Trail,Malay Restaurant,Bar,Lingerie Store,Light Rail Station,Train Station,Cosmetics Shop,Platform,Pizza Place
933,1400,1 bedroom apartment,"27 Aberdeen Place, St Johns Wood, London, NW8",http://www.rightmove.co.uk/property-to-rent/property-86050367.html,http://www.rightmove.co.uk/estate-agents/agent/Life-Residential/West-London--Lettings-54730.html,1.0,St John's Wood,51.4893335,-0.1440551,51.5256148,-0.1752978,Westminster,NW8 8JR,St. John's Wood,5,"27 Aberdeen Place, St Johns Wood, London, NW8",1400,1 bedroom apartment,Café,Cricket Ground,Bakery,Pub,Pizza Place,Hookah Bar,Grocery Store,Coffee Shop,Lebanese Restaurant,Athletics & Sports,Middle Eastern Restaurant,Turkish Restaurant,Bar,Fast Food Restaurant,Farmers Market,Outlet Store,Tapas Restaurant,Halal Restaurant,Falafel Restaurant,Moroccan Restaurant
934,1040,Studio flat,Metro Apartments. Lewisham High Street ,http://www.rightmove.co.uk/property-to-rent/property-66573759.html,http://www.rightmove.co.uk/estate-agents/agent/Black-Katz/London-Bridge-49784.html,0.0,,,,37.2876117,-76.7257962,City of Williamsburg,,High Street,2,Metro Apartments. Lewisham High Street ,1040,Studio flat,Hotel,Breakfast Spot,Mexican Restaurant,Burger Joint,Multiplex,Outlet Store,Snack Place,Fast Food Restaurant,Grocery Store,Gym / Fitness Center,Clothing Store,Bagel Shop,Sandwich Place,Automotive Shop,Pizza Place,Seafood Restaurant,French Restaurant,Rental Car Location,American Restaurant,Intersection
935,1995,2 bedroom property,"Lakeview Court, SW19",http://www.rightmove.co.uk/property-to-rent/property-75126757.html,http://www.rightmove.co.uk/estate-agents/agent/Winchester-White/Wimbledon-51465.html,2.0,Wimbledon,51.5073219,-0.1276474,41.7692933,-72.3070867,Tolland County,06238,,1,"Lakeview Court, SW19",1995,2 bedroom property,Chinese Restaurant,Pizza Place,Italian Restaurant,Wine Shop,Other Repair Shop,Seafood Restaurant,Sandwich Place,Playground,Convenience Store,Burger Joint,Wings Joint,Diner,Fish Market,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant
936,800,1 bedroom house share,"Evelyn Street, London, SE8 5DG",http://www.rightmove.co.uk/property-to-rent/property-87181544.html,http://www.rightmove.co.uk/estate-agents/agent/Hunters/Surrey-Quays-68173.html,1.0,Deptford,51.514947,-0.0930461,51.488734,-0.040394,Lewisham,SE8 5DG,Evelyn,5,"Evelyn Street, London, SE8 5DG",800,1 bedroom house share,Café,Australian Restaurant,Grocery Store,Deli / Bodega,Italian Restaurant,Pizza Place,Park,Supermarket,Bus Stop,Vietnamese Restaurant,Mobile Phone Shop,Fish & Chips Shop,Film Studio,Zoo Exhibit,Filipino Restaurant,Fish Market,Fast Food Restaurant,Farmers Market,Farm,Field
937,850,1 bedroom flat,"Elgar Avenue, Ealing, W5",http://www.rightmove.co.uk/property-to-rent/property-74481238.html,http://www.rightmove.co.uk/estate-agents/agent/haart/Ealing---Lettings-11443.html,1.0,Ealing,42.988576,-81.246643,51.504495,-0.2949476,London Borough of Ealing,W5 3JR,Acton,19,"Elgar Avenue, Ealing, W5",850,1 bedroom flat,Bed & Breakfast,Farm,Mexican Restaurant,Pub,Playground,Zoo Exhibit,Fish Market,Factory,Falafel Restaurant,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Flea Market,Exhibit,Flower Shop,Food,Food & Drink Shop
938,4767,3 bedroom apartment,"Boydell Court, St Johns Wood Park, London",http://www.rightmove.co.uk/property-to-rent/property-66808137.html,http://www.rightmove.co.uk/estate-agents/agent/Legacy-Property-Consultants-Ltd/London-138659.html,3.0,,,,51.5410309,-0.1741504,London Borough of Camden,NW8 6NG,Belsize Park,2,"Boydell Court, St Johns Wood Park, London",4767,3 bedroom apartment,Italian Restaurant,Coffee Shop,Bus Stop,Café,Hotel,Hotel Bar,Theater,Sandwich Place,Malay Restaurant,Gym / Fitness Center,Grocery Store,Farmers Market,Bookstore,Rock Climbing Spot,Sushi Restaurant,Moroccan Restaurant,Cantonese Restaurant,French Restaurant,Bakery,Multiplex
939,1600,1 bedroom flat,Elm Grove Wimbledon SW19,http://www.rightmove.co.uk/property-to-rent/property-87181418.html,http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Lettings/Wimbledon-58000.html,1.0,Wimbledon,51.5073219,-0.1276474,51.4167207,-0.2151068,London Borough of Merton,SW19 4HY,Wimbledon Village,7,Elm Grove Wimbledon SW19,1600,1 bedroom flat,Vegetarian / Vegan Restaurant,Park,Gym / Fitness Center,Hotel,Zoo Exhibit,Film Studio,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Fish & Chips Shop,Event Space,Fish Market,Flea Market,Flower Shop,Food
940,1495,1 bedroom flat,"Porchester Square, Bayswater W2",http://www.rightmove.co.uk/property-to-rent/property-83452229.html,http://www.rightmove.co.uk/estate-agents/agent/Westways/London-44562.html,1.0,Head district,51.4893335,-0.1440551,51.5182012,-0.1861402,Westminster,W2 6AL,Westbourne Green,1,"Porchester Square, Bayswater W2",1495,1 bedroom flat,Café,Pub,Persian Restaurant,Gym / Fitness Center,Garden,Coffee Shop,Gym,Indian Restaurant,Bar,Sushi Restaurant,Seafood Restaurant,Thai Restaurant,Theater,Falafel Restaurant,Bookstore,Gift Shop,Malay Restaurant,Organic Grocery,Grocery Store,Mobile Phone Shop
941,3358,2 bedroom flat,"Stable Walk, London, E1",http://www.rightmove.co.uk/property-to-rent/property-86182472.html,http://www.rightmove.co.uk/estate-agents/agent/Madley-Property/Docklands-171689.html,2.0,Eastern Head district,51.4893335,-0.1440551,51.5129804,-0.0689633,London Borough of Tower Hamlets,E1 8ZH,St. George in the East,2,"Stable Walk, London, E1",3358,2 bedroom flat,Pub,Coffee Shop,Hotel,Café,Indian Restaurant,Cocktail Bar,Korean Restaurant,Pizza Place,Gym / Fitness Center,Sandwich Place,Art Gallery,Turkish Restaurant,Bar,Sushi Restaurant,Italian Restaurant,Thai Restaurant,Movie Theater,Filipino Restaurant,Bus Line,Fast Food Restaurant
942,4117,2 bedroom apartment,Kings Cross Quarter,http://www.rightmove.co.uk/property-to-rent/property-86941481.html,http://www.rightmove.co.uk/estate-agents/agent/OSullivan-Property/London-139934.html,2.0,,,,51.5317085,-0.1136294,London Borough of Islington,,Pentonville,1,Kings Cross Quarter,4117,2 bedroom apartment,Café,Thai Restaurant,Vegetarian / Vegan Restaurant,Indian Restaurant,Coffee Shop,Pub,Vietnamese Restaurant,Burger Joint,Cocktail Bar,Beer Bar,Rock Club,Mediterranean Restaurant,Garden,Steakhouse,Performing Arts Venue,Turkish Restaurant,Street Food Gathering,Bar,Gastropub,Park
943,1750,1 bedroom apartment,"Cambridge Heath Road, London, E1",http://www.rightmove.co.uk/property-to-rent/property-87181310.html,http://www.rightmove.co.uk/estate-agents/agent/Iconic-Property-Group/London-142148.html,1.0,Eastern Head district,51.4893335,-0.1440551,51.520067,-0.0565256,London Borough of Tower Hamlets,E1 1BU,Whitechapel,19,"Cambridge Heath Road, London, E1",1750,1 bedroom apartment,Pub,Supermarket,Chinese Restaurant,Thrift / Vintage Store,Coffee Shop,Bakery,Outdoor Sculpture,Sandwich Place,Movie Theater,Brewery,Asian Restaurant,Hotel,Platform,Gym / Fitness Center,Fried Chicken Joint,Recreation Center,Ice Cream Shop,Burger Joint,Cosmetics Shop,Portuguese Restaurant
944,2578,2 bedroom apartment,City Walk London SE1,http://www.rightmove.co.uk/property-to-rent/property-66808044.html,http://www.rightmove.co.uk/estate-agents/agent/Hamptons-International-Lettings/Tower-Bridge-43814.html,2.0,Head district,51.4893335,-0.1440551,51.4989833,-0.0837157,London Borough of Southwark,SE1 3EN,Borough,1,City Walk London SE1,2578,2 bedroom apartment,Pub,Coffee Shop,Cocktail Bar,Café,Italian Restaurant,Park,French Restaurant,Art Gallery,Deli / Bodega,Sushi Restaurant,Thai Restaurant,Street Food Gathering,Bike Shop,Theater,Gym / Fitness Center,Grocery Store,Tapas Restaurant,Bookstore,Indie Movie Theater,Breakfast Spot
945,1430,Studio flat,"New Providence Wharf, 1 Fairmount Avenue, Canary Wharf, London, E14 9PB",http://www.rightmove.co.uk/property-to-rent/property-87181328.html,http://www.rightmove.co.uk/estate-agents/agent/Jack-Barclay-Estates/London-213815.html,0.0,Poplar,51.514947,-0.0930461,51.505738,-0.005194,Tower Hamlets,E14 9PB,Blackwall & Cubitt Town,2,"New Providence Wharf, 1 Fairmount Avenue, Canary Wharf, London, E14 9PB",1430,Studio flat,Hotel,Italian Restaurant,Hotel Bar,English Restaurant,Bus Stop,Restaurant,Outdoor Sculpture,Gym / Fitness Center,Grocery Store,Coffee Shop,Lounge,Sandwich Place,Convenience Store,Pub,Café,Food,Factory,Falafel Restaurant,Food Stand,Farm
946,5200,3 bedroom apartment,"Lyndhurst Lodge, Hampstead NW3",http://www.rightmove.co.uk/property-to-rent/property-66808038.html,http://www.rightmove.co.uk/estate-agents/agent/Legacy-Property-Consultants-Ltd/London-138659.html,3.0,Hampstead,51.4893335,-0.1440551,51.5523402,-0.1744181,London Borough of Camden,NW3 5PB,Hampstead,5,"Lyndhurst Lodge, Hampstead NW3",5200,3 bedroom apartment,Café,Italian Restaurant,Pub,Bakery,Bagel Shop,Hotel,Indian Restaurant,Thai Restaurant,Bed & Breakfast,History Museum,English Restaurant,Gym / Fitness Center,Greek Restaurant,Tapas Restaurant,Creperie,Coffee Shop,Bistro,Ice Cream Shop,Mobile Phone Shop,Kids Store
947,3142,1 bedroom apartment,"Principal Tower, Principal Place, Shoreditch EC2A",http://www.rightmove.co.uk/property-to-rent/property-87181292.html,http://www.rightmove.co.uk/estate-agents/agent/Chase-Evans/City-and-Aldgate-97423.html,1.0,,,,51.5237,-0.0877,,EC2A,,2,"Principal Tower, Principal Place, Shoreditch EC2A",3142,1 bedroom apartment,Coffee Shop,Hotel,Food Truck,Bar,Italian Restaurant,Pub,Café,Beer Bar,Gym / Fitness Center,Gastropub,Gym,Turkish Restaurant,Restaurant,Asian Restaurant,Japanese Restaurant,Cocktail Bar,Ramen Restaurant,Peruvian Restaurant,Burger Joint,Sushi Restaurant
